trait_description	custom_category	top_rgAbs	top_p	top_FDR	NA	gap_gm_rg	gap_gm_se	gap_gm_z	gap_gm_p	gap_gm_FDR	NA.1	gap_wm_rg	gap_wm_se	gap_wm_z	gap_wm_p	gap_wm_FDR	NA.2	gap_gwm_rg	gap_gwm_se	gap_gwm_z	gap_gwm_p	gap_gwm_FDR	NA.3	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	category	showcase
Total protein (g/L)	Biological samples	0.0764	0.1181	0.499032916666667		-0.0058	0.0421	-0.138	0.8903	0.938811940298507		-0.0764	0.0489	-1.5627	0.1181	0.499032916666667		-0.0478	0.0474	-1.0081	0.3134	0.593777480916031		0.1361	0.0085	1.1533	0.0317	0.0038	0.0071	Blood biochemistry - Blood assays - Biological samples	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30860
Trunk fat percentage	Physical measures	0.0457	0.1208	0.499032916666667		0.0246	0.0293	0.841	0.4004	0.618743125		-0.0457	0.0294	-1.5513	0.1208	0.499032916666667		-0.0174	0.0291	-0.5977	0.55	0.790338751814224		0.2143	0.0068	1.071	0.0188	0.004	0.007	Body composition by impedance - Anthropometry - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23127
Ankle spacing width (left)	Physical measures	0.0581	0.1211	0.499032916666667		0.015	0.0364	0.413	0.6796	0.818391484184915		-0.0581	0.0375	-1.55	0.1211	0.499032916666667		-0.0283	0.0369	-0.7678	0.4426	0.714564600326264		0.299	0.0156	1.0468	0.0144	-0.0027	0.0062	Bone-densitometry of heel - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4100
Amount of alcohol drunk on a typical drinking day	Mental health	0.0651	0.2792	0.500770833333333		0.0651	0.0602	1.0821	0.2792	0.500770833333333		0.0149	0.0701	0.2128	0.8315	0.956109733487833		0.0442	0.0668	0.6613	0.5084	0.770905053598775		0.0582	0.0057	1.0001	0.0072	0.021	0.0051	Alcohol use - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20403
Diseases of the genitourinary system	Medical history and conditions	0.0555	0.2793	0.500770833333333		0.0555	0.0513	1.082	0.2793	0.500770833333333		-0.0505	0.0584	-0.8647	0.3872	0.743184719535783		-0.0055	0.0531	-0.1037	0.9174	0.964143902439024		0.0176	0.0018	1.0108	0.0076	0.0045	0.0046	NA	NA
Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	Medical history and conditions	0.0545	0.2795	0.500770833333333		0.0545	0.0504	1.0815	0.2795	0.500770833333333		0.0305	0.0477	0.6394	0.5225	0.805175		0.045	0.0494	0.9108	0.3624	0.64540623885918		0.0281	0.0026	1.0161	0.0084	0.0056	0.0057	Summary Diagnoses - Hospital inpatient - Health-related outcomes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202
Folate	Diet by 24-hour recall	0.1096	0.2254	0.504345248868778		-0.0957	0.0909	-1.0531	0.2923	0.513262943262411		-0.1093	0.0906	-1.2066	0.2276	0.608472994652406		-0.1096	0.0904	-1.2122	0.2254	0.504345248868778		0.0453	0.0095	0.9962	0.0069	-0.0039	0.0049	Estimated nutrients yesterday - Diet by 24-hour recall - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100014
Time spent doing vigorous physical activity	Diet by 24-hour recall	0.1071	0.2827	0.504675631768953		0.1071	0.0997	1.0743	0.2827	0.504675631768953		0.028	0.1198	0.2335	0.8154	0.956109733487833		0.0697	0.1118	0.6234	0.533	0.784094281524927		0.0332	0.0093	0.999	0.0068	0.0014	0.0046	Physical activity yesterday - Diet by 24-hour recall - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=104900
Volume level set by participant (right)	Physical measures	0.117	0.124	0.505081893004115		0.0252	0.0735	0.3421	0.7323	0.852176806526807		-0.117	0.0761	-1.5381	0.124	0.505081893004115		-0.0577	0.0728	-0.7922	0.4282	0.703288888888889		0.0284	0.0045	1.0032	0.007	4e-04	0.0051	Hearing test - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4277
Coronary atherosclerosis	Medical history and conditions	0.0527	0.284	0.506082882882883		0.0527	0.0492	1.0713	0.284	0.506082882882883		0.0175	0.047	0.3727	0.7094	0.903083011583012		0.0361	0.0486	0.7434	0.4572	0.722317571884984		0.0293	0.0028	1.0161	0.0085	0.007	0.0056	NA	NA
Leg fat-free mass (left)	Physical measures	0.047	0.1261	0.506963008130081		-9e-04	0.0307	-0.0303	0.9759	0.986575485188968		-0.047	0.0307	-1.5298	0.1261	0.506963008130081		-0.0295	0.0307	-0.9602	0.3369	0.620473184357542		0.2774	0.0105	1.1075	0.0262	-0.0048	0.0072	Body composition by impedance - Anthropometry - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23117
Frequency of stair climbing in last 4 weeks	Lifestyle and environment	0.0472	0.2858	0.507084050179211		-0.0472	0.0442	-1.0674	0.2858	0.507084050179211		-0.0294	0.0468	-0.6268	0.5308	0.806695852534562		-0.0372	0.0457	-0.8138	0.4158	0.689976845637584		0.0356	0.002	1.0156	0.0078	0.0069	0.0047	Physical activity - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=943
Diagnoses - main ICD10: S52 Fracture of forearm	Medical history and conditions	0.1205	0.2173	0.50716808988764		0.0787	0.088	0.8945	0.3711	0.597749022801303		0.1205	0.0977	1.2337	0.2173	0.5934		0.1091	0.0905	1.2055	0.228	0.50716808988764		0.0072	0.0015	1.0065	0.006	0.01	0.0054	Summary Diagnoses - Hospital inpatient - Health-related outcomes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202
Ever stopped smoking for 6+ months	Lifestyle and environment	0.1033	0.2897	0.510338078291815		0.1033	0.0975	1.0589	0.2897	0.510338078291815		-0.0264	0.0964	-0.274	0.7841	0.943400121654501		0.0362	0.0968	0.3742	0.7082	0.876608010012516		0.0227	0.005	0.9968	0.0066	-9e-04	0.0049	Smoking - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2907
Coxarthrosis [arthrosis of hip](FG)	Medical history and conditions	0.068	0.29	0.510338078291815		0.068	0.0643	1.0582	0.29	0.510338078291815		-0.031	0.0821	-0.3771	0.7061	0.903083011583012		0.0093	0.0758	0.1233	0.9019	0.96343329787234		0.0173	0.002	1.0199	0.0083	-0.0069	0.0054	NA	NA
Diagnoses - main ICD10: M16 Coxarthrosis [arthrosis of hip]	Medical history and conditions	0.068	0.29	0.510338078291815		0.068	0.0643	1.0582	0.29	0.510338078291815		-0.031	0.0821	-0.3771	0.7061	0.903083011583012		0.0093	0.0758	0.1233	0.9019	0.96343329787234		0.0173	0.002	1.0199	0.0083	-0.0069	0.0054	Summary Diagnoses - Hospital inpatient - Health-related outcomes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202
Cancer code, self-reported: breast cancer	Medical history and conditions	0.0778	0.2927	0.513262943262411		0.0778	0.0739	1.0522	0.2927	0.513262943262411		0.0474	0.0716	0.6614	0.5084	0.803207028753994		0.0658	0.072	0.9132	0.3612	0.644813718411552		0.0186	0.0031	1.0186	0.0078	-0.0038	0.005	Medical conditions - Verbal interview - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20001
Leg predicted mass (left)	Physical measures	0.0459	0.1354	0.513751526717557		-2.458e-05	0.0307	-8e-04	0.9994	0.9994		-0.0459	0.0308	-1.4932	0.1354	0.513751526717557		-0.0284	0.0307	-0.9242	0.3554	0.636679927667269		0.2767	0.0105	1.108	0.0261	-0.0051	0.0072	Body composition by impedance - Anthropometry - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23118
Low back pain	Medical history and conditions	0.1235	0.1357	0.513751526717557		0.0283	0.072	0.3931	0.6943	0.829302777777778		-0.1235	0.0827	-1.492	0.1357	0.513751526717557		-0.0579	0.0777	-0.7458	0.4558	0.72125792		0.0107	0.0016	0.9903	0.007	-0.0076	0.0051	NA	NA
logMAR, final (right)	Physical measures	0.093	0.2948	0.516030442477876		0.093	0.0888	1.0476	0.2948	0.516030442477876		0.068	0.0921	0.7377	0.4607	0.782651016949153		0.0889	0.091	0.9763	0.3289	0.608558504672897		0.0352	0.007	1.0018	0.0073	0.0012	0.0056	Visual acuity - Eye measures - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5201
Potassium	Diet by 24-hour recall	0.099	0.175	0.518121205357143		-0.061	0.0735	-0.8299	0.4066	0.620566975308642		-0.099	0.073	-1.3563	0.175	0.560538658146965		-0.0843	0.0709	-1.1896	0.2342	0.518121205357143		0.0511	0.0102	1.0051	0.0074	-0.0043	0.0046	Estimated nutrients yesterday - Diet by 24-hour recall - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100016
Leg predicted mass (right)	Physical measures	0.0455	0.14	0.518236		-9e-04	0.0308	-0.0302	0.9759	0.986575485188968		-0.0455	0.0308	-1.4759	0.14	0.518236		-0.0285	0.0309	-0.9231	0.356	0.636679927667269		0.2767	0.0105	1.1173	0.0272	-0.0057	0.0071	Body composition by impedance - Anthropometry - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23114
Tobacco smoking: Ex-smoker	Work environment	0.0894	0.1426	0.518236		0.0071	0.0546	0.1305	0.8961	0.939445233050847		-0.0894	0.061	-1.4661	0.1426	0.518236		-0.0452	0.0571	-0.792	0.4283	0.703288888888889		0.0765	0.0076	1.0094	0.0082	0.0208	0.0056	Medical information - Work environment - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22506
Leg fat-free mass (right)	Physical measures	0.0451	0.1438	0.518236		-5e-04	0.0308	-0.0164	0.9869	0.991914735772358		-0.0451	0.0309	-1.4619	0.1438	0.518236		-0.0281	0.0309	-0.909	0.3634	0.64540623885918		0.2771	0.0106	1.1174	0.0272	-0.0061	0.0071	Body composition by impedance - Anthropometry - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23113
Nerve, nerve root and plexus disorders	Medical history and conditions	0.0656	0.266	0.518263957597173		0.0609	0.0584	1.0438	0.2966	0.518263957597173		0.0591	0.0598	0.9878	0.3233	0.701192324561403		0.0656	0.059	1.1124	0.266	0.54354132231405		0.0182	0.0019	1.01	0.0083	0.0012	0.0054	NA	NA
Coffee type: Instant coffee	Lifestyle and environment	0.065	0.1812	0.521093111111111		0.0378	0.0476	0.7935	0.4275	0.638666918429003		0.065	0.0486	1.337	0.1812	0.564842249240122		0.055	0.0465	1.1836	0.2366	0.521093111111111		0.0358	0.0026	1.0128	0.0082	0.002	0.0056	Diet - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1508
Mean corpuscular volume	Biological samples	0.0359	0.2545	0.521488556338028		0.0329	0.0317	1.0375	0.2995	0.521488556338028		0.0306	0.0316	0.969	0.3325	0.714349134199134		0.0359	0.0315	1.1394	0.2545	0.530708158995816		0.235	0.0265	1.1913	0.0602	0.0117	0.0084	Blood count - Blood assays - Biological samples	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30040
Coffee type: Decaffeinated coffee (any type)	Lifestyle and environment	0.0631	0.2842	0.521488556338028		-0.0631	0.0608	-1.0379	0.2993	0.521488556338028		-0.0522	0.0563	-0.926	0.3544	0.73173611691023		-0.0604	0.0564	-1.0709	0.2842	0.566659642147117		0.0157	0.002	1.0085	0.0069	-0.008	0.0044	Diet - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1508
Frequency of feeling guilt or remorse after drinking alcohol in last year	Mental health	0.1	0.1918	0.523715536105033		-0.0743	0.0816	-0.9105	0.3626	0.590956013179572		-0.1	0.0766	-1.3051	0.1918	0.571356024096386		-0.0921	0.0785	-1.1726	0.241	0.523715536105033		0.0417	0.0081	1.0065	0.0068	0.0208	0.0055	Alcohol use - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20409
Beef intake	Lifestyle and environment	0.0472	0.2023	0.523715536105033		0.0341	0.0403	0.8458	0.3976	0.615996870109546		0.0472	0.0371	1.275	0.2023	0.5816125		0.0432	0.0368	1.1733	0.2407	0.523715536105033		0.0361	0.0024	1.0313	0.0086	0.0084	0.0048	Diet - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1369
Recent feelings or nervousness or anxiety	Mental health	0.0813	0.2418	0.523715536105033		0.0576	0.0687	0.8372	0.4025	0.619426315789474		0.0809	0.0701	1.1538	0.2486	0.62419670886076		0.0813	0.0695	1.1704	0.2418	0.523715536105033		0.0396	0.0048	1.0063	0.0072	0.0028	0.0056	Anxiety - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20506
3mm cylindrical power (right)	Physical measures	0.0729	0.2419	0.523715536105033		-0.0528	0.0589	-0.8971	0.3697	0.596626753670473		-0.0729	0.0663	-1.0992	0.2717	0.641672619047619		-0.0724	0.0619	-1.1703	0.2419	0.523715536105033		0.0943	0.0089	0.9999	0.0068	2.7478e-05	0.0057	Autorefraction - Eye measures - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=5116
Lymphocyte percentage	Biological samples	0.0465	0.1857	0.523891106290672		-0.0256	0.0325	-0.7876	0.4309	0.641807379518072		-0.0465	0.0351	-1.3233	0.1857	0.564842249240122		-0.0406	0.0348	-1.165	0.244	0.523891106290672		0.1483	0.0124	1.1329	0.033	-0.0066	0.0068	Blood count - Blood assays - Biological samples	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30180
Nervous feelings	Mental health	0.055	0.2681	0.527408931698774		0.0439	0.0428	1.0268	0.3045	0.527408931698774		0.055	0.0548	1.0028	0.3159	0.694937333333333		0.0545	0.0492	1.1074	0.2681	0.544457700205339		0.0644	0.0036	1.0131	0.0121	0.0039	0.0059	Mental health - Psychosocial factors - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1970
Home location at assessment - north co-ordinate (rounded)	Sociodemographics	0.0724	0.2829	0.527408931698774		0.0724	0.0705	1.0275	0.3042	0.527408931698774		0.0567	0.0632	0.8975	0.3695	0.7344314		0.0707	0.0658	1.0739	0.2829	0.566372672064777		0.0159	0.002	1.2686	0.0097	-0.0013	0.0059	Reception - Recruitment - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20075
Illnesses of father: Lung cancer	Family history and early life factors	0.0741	0.3041	0.527408931698774		0.0741	0.0721	1.0277	0.3041	0.527408931698774		0.0358	0.0652	0.5493	0.5828	0.83835		0.0565	0.0688	0.821	0.4117	0.684321512605042		0.0163	0.0019	0.9883	0.0072	-0.0068	0.0058	Family history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20107
Diagnosed with life-threatening illness	Mental health	0.1095	0.3052	0.527581533101045		0.1095	0.1068	1.0253	0.3052	0.527581533101045		0.0413	0.1032	0.4005	0.6888	0.894501308900523		0.0778	0.1041	0.7468	0.4552	0.72125792		0.015	0.0042	1.0062	0.006	0.0108	0.0051	Traumatic events - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20528
Food weight	Diet by 24-hour recall	0.07	0.3062	0.527581533101045		0.07	0.0684	1.0233	0.3062	0.527581533101045		0.035	0.0674	0.5198	0.6032	0.843797454031117		0.0603	0.0676	0.8913	0.3728	0.651412014134276		0.0682	0.0099	1.0057	0.0068	0.0012	0.0048	Estimated nutrients yesterday - Diet by 24-hour recall - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=100001
Non-butter spread type details: Flora Pro-Active or Benecol	Lifestyle and environment	0.111	0.1564	0.52767935483871		0.0447	0.0804	0.5555	0.5786	0.765020588235294		0.111	0.0783	1.4173	0.1564	0.533654948805461		0.0875	0.0758	1.1549	0.2481	0.52767935483871		0.0124	0.0029	1.0102	0.0077	0.0052	0.005	Diet - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2654
Non-cancer illness code, self-reported: hypothyroidism/myxoedema	Medical history and conditions	0.0639	0.2317	0.528384368308351		0.0423	0.0449	0.9419	0.3462	0.570817833333333		0.0639	0.0534	1.1959	0.2317	0.609444946808511		0.058	0.0503	1.1515	0.2495	0.528384368308351		0.0491	0.0057	1.0381	0.0159	-0.0056	0.0065	Medical conditions - Verbal interview - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20002
Number of cigarettes previously smoked daily	Lifestyle and environment	0.053	0.3083	0.5300421875		0.053	0.052	1.0188	0.3083	0.5300421875		0.0216	0.0522	0.4137	0.6791	0.889053439153439		0.0389	0.0514	0.7573	0.4488	0.717822580645161		0.0966	0.0137	1.0042	0.0092	0.005	0.0053	Smoking - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=2887
Impedance of leg (left)	Physical measures	0.0344	0.3087	0.5300421875		-0.0344	0.0338	-1.0181	0.3087	0.5300421875		0.015	0.0377	0.3982	0.6905	0.894501308900523		-0.007	0.0367	-0.1896	0.8496	0.950334011299435		0.2395	0.0089	1.0863	0.0229	-0.01	0.0073	Body composition by impedance - Anthropometry - Physical measures - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23108
Diseases of the eye and adnexa	Medical history and conditions	0.063	0.3097	0.530261418685121		0.063	0.062	1.0158	0.3097	0.530261418685121		0.013	0.0701	0.1861	0.8524	0.961533930571109		0.0416	0.0652	0.6379	0.5236	0.783132628398792		0.0133	0.0015	1.0061	0.0068	0.0049	0.005	NA	NA
Diagnoses - main ICD10: T81 Complications of procedures, not elsewhere classified	Medical history and conditions	0.126	0.3099	0.530261418685121		0.126	0.1241	1.0155	0.3099	0.530261418685121		0.0653	0.114	0.5729	0.5667	0.836516865671642		0.1006	0.1181	0.852	0.3942	0.671022030981067		0.0035	0.0011	1.0038	0.0058	-0.0033	0.005	Summary Diagnoses - Hospital inpatient - Health-related outcomes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202
Recent feelings of depression	Mental health	0.0832	0.185	0.530708158995816		0.0453	0.0639	0.7088	0.4785	0.678961979913917		0.0832	0.0627	1.3256	0.185	0.564842249240122		0.0714	0.0629	1.1351	0.2563	0.530708158995816		0.0418	0.0045	0.9942	0.0071	0.0111	0.0049	Depression - Mental health - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20510
Diagnoses - main ICD10: H25 Senile cataract	Medical history and conditions	0.1254	0.1524	0.533654948805461		0.0056	0.0815	0.069	0.945	0.96922		-0.1254	0.0876	-1.4311	0.1524	0.533654948805461		-0.0665	0.0836	-0.7962	0.4259	0.702025166666667		0.0084	0.0016	1.0073	0.0069	0.0027	0.0051	Summary Diagnoses - Hospital inpatient - Health-related outcomes	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=41202
Length of working week for main job	Sociodemographics	0.0888	0.1551	0.533654948805461		0.0357	0.065	0.5492	0.5829	0.767652380952381		-0.0888	0.0625	-1.4216	0.1551	0.533654948805461		-0.033	0.0626	-0.5276	0.5978	0.821144722222222		0.0228	0.0027	1.0104	0.0066	-0.0034	0.0053	Employment - Sociodemographics - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=767
Transport type for commuting to job workplace: Cycle	Sociodemographics	0.0797	0.1574	0.533654948805461		0.0317	0.0608	0.5213	0.6022	0.776410013003901		0.0797	0.0564	1.414	0.1574	0.533654948805461		0.0666	0.059	1.1296	0.2586	0.53393611691023		0.0322	0.0031	1.0126	0.0079	-0.007	0.0053	Employment - Sociodemographics - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6143
Coffee type: Ground coffee (include espresso, filter etc)	Lifestyle and environment	0.0513	0.1574	0.533654948805461		0.0031	0.0406	0.0763	0.9392	0.967535721703011		-0.0513	0.0363	-1.4138	0.1574	0.533654948805461		-0.0277	0.0368	-0.7526	0.4517	0.719374074074074		0.0662	0.0031	1.0263	0.0086	0.0046	0.0058	Diet - Lifestyle and environment - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=1508
Aspartate aminotransferase (U/L)	Biological samples	0.0671	0.1618	0.535184615384615		-0.0028	0.0368	-0.0764	0.9391	0.967535721703011		-0.0671	0.048	-1.3989	0.1618	0.535184615384615		-0.0414	0.0443	-0.935	0.3498	0.631299635036496		0.1256	0.0094	1.1205	0.0497	0.0065	0.0068	Blood biochemistry - Blood assays - Biological samples	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30650
Pain type(s) experienced in last month: Knee pain	Medical history and conditions	0.042	0.3139	0.536178065630397		0.042	0.0417	1.007	0.3139	0.536178065630397		0.0091	0.0444	0.2046	0.8378	0.957900809248555		0.0254	0.043	0.5901	0.5551	0.790491547277937		0.0411	0.0022	1.007	0.0081	0.0053	0.0058	Pain - Health and medical history - Touchscreen - Assessment Centre	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=6159
Calcium (mmol/L)	Biological samples	0.0336	0.3167	0.540028103448276		0.0336	0.0336	1.0013	0.3167	0.540028103448276		0.0088	0.036	0.2432	0.8078	0.956109733487833		0.0216	0.0348	0.6207	0.5348	0.784094281524927		0.1247	0.0164	1.0723	0.028	0.0026	0.0061	Blood biochemistry - Blood assays - Biological samples	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=30680
Tobacco smoking: Never smoked	Work environment	0.052	0.3177	0.540800860585198		-0.052	0.052	-0.9992	0.3177	0.540800860585198		0.0332	0.0596	0.5581	0.5768	0.83835		-0.0087	0.0554	-0.1564	0.8758	0.96060297029703		0.0927	0.0082	1.0146	0.0081	-0.0204	0.0056	Medical information - Work environment - Online follow-up	http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=22506
